Tempo (s),Corrente (A),Tensão Fonte (V)
0.0006406307220458984,0.0002,10
0.1741771697998047,0.0068,10
0.353973388671875,-0.004,10
0.5342121124267578,-0.0013,20
0.7141196727752686,-0.0006,5
0.8940002918243408,-0.0023,5
1.0744330883026123,0.0098,5
